Id,Ort,Plz,Vorwahl,Bundesland
4697,Fischbeck,39524.0,39323.0,Sachsen-Anhalt
4701,Fischwasser,3238.0,35322.0,Brandenburg
4710,Flarchheim,99986.0,36028.0,Thüringen
4712,Flatow,16766.0,33922.0,Brandenburg
4713,Flechtingen,39345.0,39054.0,Sachsen-Anhalt
4715,Flecken Zechlin,16837.0,33923.0,Brandenburg
4718,Fleetmark,29416.0,39034.0,Sachsen-Anhalt
4722,Flemsdorf,16306.0,33335.0,Brandenburg
4729,Flessau,39606.0,39392.0,Sachsen-Anhalt
4733,Flieth,17268.0,39887.0,Brandenburg
4737,Flöha,9557.0,3726.0,Sachsen
4739,Floh-Seligenthal,98593.0,3683.0,Thüringen
4747,Flößberg,4651.0,34345.0,Sachsen
4751,Flurstedt,99510.0,3644.0,Thüringen
4756,Fockendorf,4617.0,34343.0,Thüringen
4757,Fohrde,14798.0,33834.0,Brandenburg
4765,Förderstedt,39443.0,39266.0,Sachsen-Anhalt
4767,Föritz,96524.0,3675.0,Thüringen
4768,Forst,3149.0,3562.0,Brandenburg
4780,Forstwolfersdorf,7570.0,36607.0,Thüringen
4781,Förtha,99819.0,36925.0,Thüringen
4782,Förthen,7937.0,36628.0,Thüringen
4786,Frankena,3253.0,35322.0,Brandenburg
4788,Frankenberg,9669.0,37206.0,Sachsen
4790,Frankendorf,16818.0,33924.0,Brandenburg
4791,Frankendorf,99441.0,36453.0,Thüringen
4794,Frankenhain,4643.0,34341.0,Sachsen
4795,Frankenhain,4936.0,35361.0,Brandenburg
4796,Frankenhain,99330.0,36205.0,Thüringen
4798,Frankenheim,98634.0,36946.0,Thüringen
4799,Frankenroda,99826.0,36924.0,Thüringen
4800,Frankenstein,9569.0,37321.0,Sachsen
4802,Frankenthal,1909.0,35954.0,Sachsen
4805,Frankfurt,15230.0,69.0,Brandenburg
4806,Frankfurt,15232.0,69.0,Brandenburg
4807,Frankfurt,15234.0,69.0,Brandenburg
4808,Frankfurt,15236.0,69.0,Brandenburg
4849,Frankleben,6259.0,34637.0,Sachsen-Anhalt
4855,Fraßdorf,6386.0,34977.0,Sachsen-Anhalt
4860,Frauendorf,1945.0,35755.0,Brandenburg
4861,Frauendorf,3058.0,355.0,Brandenburg
4862,Frauendorf,4668.0,34386.0,Sachsen
4863,Frauenhagen,16278.0,3331.0,Brandenburg
4868,Frauenprießnitz,7774.0,36421.0,Thüringen
4869,Frauensee,36460.0,36963.0,Thüringen
4870,Frauenstein,9623.0,37326.0,Sachsen
4871,Frauenwald,98711.0,36782.0,Thüringen
4875,Fraureuth,8427.0,3761.0,Sachsen
4876,Frauwalde,1990.0,35755.0,Brandenburg
4879,Freckleben,6456.0,34785.0,Sachsen-Anhalt
4883,Fredersdorf,14806.0,33846.0,Brandenburg
4884,Fredersdorf,15370.0,33439.0,Brandenburg
4885,Fredersdorf,16306.0,39861.0,Brandenburg
4887,Freesdorf,15926.0,3544.0,Brandenburg
4888,Frehne,16945.0,33968.0,Brandenburg
4890,Freiberg,9599.0,3731.0,Sachsen
4906,Freidorf,15757.0,33765.0,Brandenburg
4907,Freienbessingen,99713.0,36043.0,Thüringen
4908,Freienhagen,16515.0,33051.0,Brandenburg
4909,Freienhagen,37318.0,36083.0,Thüringen
4910,Freienhufen,1983.0,35753.0,Brandenburg
4911,Freienorla,7768.0,36423.0,Thüringen
4913,Freienthal,14822.0,33844.0,Brandenburg
4919,Freileben,4936.0,35364.0,Brandenburg
4930,Freist,6347.0,34783.0,Sachsen-Anhalt
4932,Freital,1705.0,351.0,Sachsen
4933,Freiwalde,15910.0,35474.0,Brandenburg
4939,Fresdorf,14552.0,33205.0,Brandenburg
4946,Fretterode,37318.0,36087.0,Thüringen
4947,Fretzdorf,16909.0,33964.0,Brandenburg
4948,Freudenberg,16259.0,33451.0,Brandenburg
4957,Freyburg,6632.0,34464.0,Sachsen-Anhalt
4958,Freyenstein,16918.0,33967.0,Brandenburg
4964,Friderikenhof,14979.0,,Brandenburg
4970,Friedebach,7381.0,3647.0,Thüringen
4971,Friedeburg,6347.0,34783.0,Sachsen-Anhalt
4973,Friedeburgerhütte,6347.0,34783.0,Sachsen-Anhalt
4974,Friedelshausen,98634.0,36940.0,Thüringen
4976,Friedenfelde,17268.0,39887.0,Brandenburg
4978,Friedensau,39291.0,3921.0,Sachsen-Anhalt
4979,Friedensdorf,6254.0,3461.0,Sachsen-Anhalt
4982,Friedersdorf,1744.0,37326.0,Sachsen
4983,Friedersdorf,2742.0,35872.0,Sachsen
4984,Friedersdorf,3253.0,35323.0,Brandenburg
4985,Friedersdorf,4916.0,3535.0,Brandenburg
4986,Friedersdorf,6749.0,3493.0,Sachsen-Anhalt
4987,Friedersdorf,15306.0,3346.0,Brandenburg
4988,Friedersdorf,15754.0,33767.0,Brandenburg
4989,Friedersdorf,98701.0,36781.0,Thüringen
4992,Friedland,9634.0,,Sachsen
4993,Friedland,15848.0,33676.0,Brandenburg
4996,Friedrichroda,99894.0,3623.0,Thüringen
4997,Friedrichsaue,6449.0,34741.0,Sachsen-Anhalt
4998,Friedrichsaue,15328.0,33473.0,Brandenburg
4999,Friedrichsbrunn,6507.0,39487.0,Sachsen-Anhalt
5000,Friedrichsdorf,6386.0,34977.0,Sachsen-Anhalt
5008,Friedrichshain,3130.0,35600.0,Brandenburg
5009,Friedrichshof,15754.0,33767.0,Brandenburg
5010,Friedrichshof,16259.0,33457.0,Brandenburg
5014,Friedrichshöhe,98749.0,36704.0,Thüringen
5017,Friedrichsrode,99713.0,36338.0,Thüringen
5021,Friedrichsthal,16306.0,33332.0,Brandenburg
5022,Friedrichsthal,16515.0,3301.0,Brandenburg
5024,Friedrichsthal,99735.0,36337.0,Thüringen
5025,Friedrichswalde,16247.0,33367.0,Brandenburg
5026,Friedrichswalde,19339.0,38787.0,Brandenburg
5028,Friedrichswerth,99869.0,36254.0,Thüringen
5031,Friemar,99869.0,36258.0,Thüringen
5032,Frienstedt,99192.0,36208.0,Thüringen
5033,Frienstedt,99192.0,36208.0,Thüringen
5034,Friesack,14662.0,33235.0,Brandenburg
5035,Friesdorf,6543.0,34775.0,Sachsen-Anhalt
5041,Frießnitz,7570.0,36603.0,Thüringen
5047,Frohburg,4654.0,34348.0,Sachsen
5048,Fröhden,14913.0,3372.0,Brandenburg
5050,Frohndorf,99610.0,3634.0,Thüringen
5053,Frohnsdorf,4618.0,34497.0,Thüringen
5054,Frohnsdorf,14929.0,33748.0,Brandenburg
5056,Frömmstedt,99638.0,36375.0,Thüringen
5058,Fronderode,99735.0,36335.0,Thüringen
5063,Frose,6464.0,34741.0,Sachsen-Anhalt
5064,Fröttstädt,99880.0,3622.0,Thüringen
5068,Fuchshain,4683.0,34297.0,Sachsen
5087,Fünfeichen,15890.0,33654.0,Brandenburg
5093,Fürstenau,1778.0,35054.0,Sachsen
5095,Fürstenberg,16798.0,33093.0,Brandenburg
5101,Fürstenwalde,1778.0,35054.0,Sachsen
5102,Fürstenwalde,15517.0,3361.0,Brandenburg
5103,Fürstenwerder,17291.0,39859.0,Brandenburg
5105,Fürstlich Drehna,3246.0,35324.0,Brandenburg
5122,Gaarz,19309.0,38758.0,Brandenburg
5125,Gaberndorf,99428.0,3643.0,Thüringen
5126,Gaberndorf,99428.0,3643.0,Thüringen
5127,Gablenz,2953.0,3576.0,Sachsen
5128,Gablenz,3058.0,35605.0,Brandenburg
5129,Gablenz-Kromlau,2953.0,3576.0,Sachsen
5136,Gadegast,6918.0,35387.0,Sachsen-Anhalt
5138,Gadow,16909.0,33964.0,Brandenburg
5139,Gadsdorf,15806.0,33703.0,Brandenburg
5140,Gagel,39606.0,39391.0,Sachsen-Anhalt
5146,Gahlenz,9569.0,37292.0,Sachsen
5147,Gahma,7356.0,36643.0,Thüringen
5148,Gahro,3246.0,35324.0,Brandenburg
5149,Gahry,3149.0,35695.0,Brandenburg
5164,Gallinchen,3058.0,355.0,Brandenburg
5166,Gallschütz,1665.0,35244.0,Sachsen
5167,Gallun,15749.0,33764.0,Brandenburg
5168,Galm,14715.0,,Brandenburg
5170,Galow,16278.0,33338.0,Brandenburg
5177,Gamstädt,99192.0,36202.0,Thüringen
5178,Gandenitz,17268.0,3987.0,Brandenburg
5183,Gangloffsömmern,99634.0,36376.0,Thüringen
5186,Ganzer,16845.0,33974.0,Brandenburg
5188,Gapel,14727.0,3386.0,Brandenburg
5195,Gardelegen,39638.0,3907.0,Sachsen-Anhalt
5198,Garlin,19357.0,38797.0,Brandenburg
5199,Garlipp,39579.0,39324.0,Sachsen-Anhalt
5200,Garlitz,14715.0,33878.0,Brandenburg
5204,Garnbach,6571.0,34672.0,Thüringen
5206,Garrey,14823.0,33843.0,Brandenburg
5209,Garsedow,19322.0,3877.0,Brandenburg
5212,Gartow,16845.0,33979.0,Brandenburg
5215,Gartz,16307.0,33332.0,Brandenburg
5218,Garz,16845.0,33928.0,Brandenburg
5221,Garz,39524.0,39382.0,Sachsen-Anhalt
5222,Garzau,15345.0,33435.0,Brandenburg
5223,Garzin,15345.0,33435.0,Brandenburg
5227,Gastrose-Kerkwitz,3172.0,35692.0,Brandenburg
5228,Gatersleben,6466.0,39482.0,Sachsen-Anhalt
5229,Gatow,16306.0,3332.0,Brandenburg
5231,Gatterstädt,6268.0,34771.0,Sachsen-Anhalt
5236,Gauern,7580.0,36608.0,Thüringen
5237,Gauernitz,1665.0,351.0,Sachsen
5245,Gaußig,2633.0,35930.0,Sachsen
5253,Gebersdorf,15936.0,35451.0,Brandenburg
5254,Gebersdorf,98743.0,36703.0,Thüringen
5255,Gebesee,99189.0,36201.0,Thüringen
5260,Gebstedt,99510.0,36463.0,Thüringen
5264,Geesow,16307.0,33333.0,Brandenburg
5266,Geestgottberg,39615.0,39397.0,Sachsen-Anhalt
5268,Gefell,7926.0,36649.0,Thüringen
5270,Gefell,96524.0,36764.0,Thüringen
5272,Gehaus,36404.0,36965.0,Thüringen
5273,Geheege,7819.0,36482.0,Thüringen
5274,Gehlberg,98559.0,36845.0,Thüringen
5275,Gehlberg,98559.0,36845.0,Thüringen
5279,Gehofen,6571.0,3466.0,Thüringen
5282,Gehrden,39264.0,39247.0,Sachsen-Anhalt
5283,Gehren,15926.0,35455.0,Brandenburg
5284,Gehren,98708.0,36738.0,Thüringen
5285,Gehrendorf,39359.0,39002.0,Sachsen-Anhalt
5287,Gehringswalde,9429.0,37369.0,Sachsen
5294,Geilsdorf,99326.0,3629.0,Thüringen
5295,Geisa,36419.0,36967.0,Thüringen
5302,Geisenhain,7646.0,36428.0,Thüringen
5308,Geising,1778.0,35056.0,Sachsen
5310,Geisleden,37308.0,36084.0,Thüringen
5314,Geismar,36419.0,36967.0,Thüringen
5315,Geismar,37308.0,36082.0,Thüringen
5316,Geitersdorf,7407.0,3672.0,Thüringen
5317,Geithain,4643.0,34341.0,Sachsen
5322,Geleitshäuser,4720.0,34325.0,Sachsen
5323,Gelenau,9423.0,3721.0,Sachsen
5325,Gellmersdorf,16278.0,33338.0,Brandenburg
5326,Gelmeroda,99428.0,3643.0,Thüringen
5327,Gelmeroda,99428.0,3643.0,Thüringen
5345,Geltow,14542.0,33209.0,Brandenburg
5357,Genschmar,15328.0,33472.0,Brandenburg
5358,Genshagen,14974.0,3378.0,Brandenburg
5360,Gentha,6918.0,35387.0,Sachsen-Anhalt
5361,Genthin,39307.0,3933.0,Sachsen-Anhalt
5366,Georgenthal,99887.0,36253.0,Thüringen
5367,Georgenzell,98590.0,36968.0,Thüringen
5370,Gera,7545.0,365.0,Thüringen
5371,Gera,7546.0,365.0,Thüringen
5372,Gera,7548.0,365.0,Thüringen
5373,Gera,7549.0,365.0,Thüringen
5374,Gera,7551.0,365.0,Thüringen
5375,Gera,7552.0,365.0,Thüringen
5376,Gera,7554.0,365.0,Thüringen
5377,Gera,7557.0,365.0,Thüringen
5378,Geraberg,98716.0,3677.0,Thüringen
5384,Gerbershausen,37318.0,36081.0,Thüringen
5385,Gerbisbach,6922.0,3537.0,Sachsen-Anhalt
5386,Gerbitz,6429.0,34721.0,Sachsen-Anhalt
5389,Gerbstedt,6347.0,34783.0,Sachsen-Anhalt
5391,Gerdshagen,16928.0,33986.0,Brandenburg
5397,Gerichshain,4827.0,34292.0,Sachsen
5400,Geringswalde,9326.0,37382.0,Sachsen
5401,Gerlebogk,6420.0,34691.0,Sachsen-Anhalt
5404,Germendorf,16767.0,3301.0,Brandenburg
5408,Gernrode,6507.0,39485.0,Sachsen-Anhalt
5409,Gernrode,37339.0,36076.0,Thüringen
5412,Gernstedt,6648.0,34467.0,Sachsen-Anhalt
5413,Geroda,7819.0,36482.0,Thüringen
5424,Gersdorf,4703.0,34328.0,Sachsen
5425,Gersdorf,9355.0,37203.0,Sachsen
5428,Gersdorf-Möhrsdorf,1920.0,3578.0,Sachsen
5432,Gerstenberg,4617.0,3447.0,Thüringen
5433,Gerstengrund,36419.0,36967.0,Thüringen
5436,Gerstungen,99834.0,36922.0,Thüringen
5437,Gerswalde,17268.0,39887.0,Brandenburg
5438,Gerterode,37355.0,36076.0,Thüringen
5439,Gertewitz,7389.0,3647.0,Thüringen
5440,Gerthausen,98617.0,36943.0,Thüringen
5441,Gertitzsch,4741.0,34325.0,Sachsen
5442,Gerwisch,39175.0,39292.0,Sachsen-Anhalt
5446,Geschwenda,98716.0,36205.0,Thüringen
5457,Gettengrün,8626.0,37430.0,Sachsen
5459,Geusa,6217.0,3461.0,Sachsen-Anhalt
5460,Geußnitz,6712.0,34423.0,Sachsen-Anhalt
5466,Geyer,9468.0,37346.0,Sachsen
5469,Gieckau,6618.0,34445.0,Sachsen-Anhalt
5475,Gielsdorf,15345.0,3341.0,Brandenburg
5479,Giersleben,6449.0,34746.0,Sachsen-Anhalt
5480,Gierstädt,99100.0,36206.0,Thüringen
5485,Giesenhagen,16928.0,33986.0,Brandenburg
5487,Giesenhorst,16845.0,33875.0,Brandenburg
5488,Giesensdorf,15848.0,33675.0,Brandenburg
5489,Giesensdorf,16928.0,3395.0,Brandenburg
5491,Gieseritz,29413.0,39033.0,Sachsen-Anhalt
5492,Gieshof-Zelliner Loose,15324.0,33478.0,Brandenburg
5500,Gießmannsdorf,15926.0,3544.0,Brandenburg
5501,Gießübel,98667.0,36874.0,Thüringen
5509,Gillersdorf,98701.0,36781.0,Thüringen
5515,Gimritz,6198.0,34607.0,Sachsen-Anhalt
5525,Gischau,29416.0,39035.0,Sachsen-Anhalt
5528,Gladau,39307.0,39342.0,Sachsen-Anhalt
5534,Gladigau,39606.0,39392.0,Sachsen-Anhalt
5537,Glambeck,16775.0,33933.0,Brandenburg
5543,Glasehausen,37308.0,36085.0,Thüringen
5547,Glashütte,1768.0,35053.0,Sachsen
5548,Glashütte,14827.0,33849.0,Brandenburg
5551,Glashütte-Dittersdorf,1768.0,35053.0,Sachsen
5552,Glashütte-Johnsbach,1768.0,35053.0,Sachsen
5553,Glashütte-Luchau,1768.0,35053.0,Sachsen
5556,Glashütte-Schlottwitz,1768.0,35053.0,Sachsen
5563,Glau,14959.0,33731.0,Brandenburg
5564,Glaubitz,1612.0,35265.0,Sachsen
5566,Glauchau,8371.0,3763.0,Sachsen
5567,Glauzig,6369.0,34975.0,Sachsen-Anhalt
5568,Glebitzsch,6794.0,34954.0,Sachsen-Anhalt
5570,Gleichamberg,98646.0,3685.0,Thüringen
5572,Gleima,7356.0,36643.0,Thüringen
5573,Gleina,1594.0,35268.0,Sachsen
5574,Gleina,6632.0,34464.0,Sachsen-Anhalt
5581,Glien,14715.0,33230.0,Brandenburg
5582,Glienecke,14793.0,33830.0,Brandenburg
5583,Glienick,15806.0,3377.0,Brandenburg
5584,Glienicke,15864.0,33677.0,Brandenburg
5585,Glienicke,16548.0,33056.0,Brandenburg
5586,Glienicke,16909.0,3394.0,Brandenburg
5587,Glienig,15936.0,35452.0,Brandenburg
5589,Glietz,15913.0,35471.0,Brandenburg
5591,Glinde,39249.0,39298.0,Sachsen-Anhalt
5592,Glindenberg,39326.0,39201.0,Sachsen-Anhalt
5593,Glindow,14542.0,3327.0,Brandenburg
5594,Globig-Bleddin,6901.0,34927.0,Sachsen-Anhalt
5596,Glöthe,39240.0,39266.0,Sachsen-Anhalt
5599,Glövzin,19357.0,38797.0,Brandenburg
5601,Glöwen,19339.0,38787.0,Brandenburg
5608,Gnadau,39249.0,3928.0,Sachsen-Anhalt
5610,Gnaschwitz,2692.0,35930.0,Sachsen
5612,Gnetsch,6369.0,34978.0,Sachsen-Anhalt
5613,Gneus,7646.0,36428.0,Thüringen
5617,Gnevsdorf,19322.0,38791.0,Brandenburg
5619,Gnewikow,16818.0,3391.0,Brandenburg
5622,Gnölbzig,6420.0,34691.0,Sachsen-Anhalt
5625,Göbitz,6712.0,3441.0,Sachsen-Anhalt
5629,Göda,2633.0,35930.0,Sachsen
5636,Gödnitz,39264.0,39247.0,Sachsen-Anhalt
5640,Göhlen,15898.0,33656.0,Brandenburg
5642,Gohlis,1462.0,351.0,Sachsen
5643,Gohlis,1462.0,351.0,Sachsen
5644,Gohlis,1619.0,3525.0,Sachsen
5645,Gohlitz,14641.0,33239.0,Brandenburg
5646,Göhlsdorf,14542.0,33207.0,Brandenburg
5647,Gohrau,6786.0,34905.0,Sachsen-Anhalt
5649,Göhren,4603.0,3447.0,Thüringen
5654,Göhren-Döhlen,7950.0,36622.0,Thüringen
5656,Gohrisch,1824.0,35021.0,Sachsen
5658,Golbitz,6420.0,34691.0,Sachsen-Anhalt
5662,Goldbach,99869.0,36255.0,Thüringen
5663,Goldbeck,16845.0,33973.0,Brandenburg
5664,Goldbeck,16909.0,3394.0,Brandenburg
5666,Goldbeck,39596.0,39388.0,Sachsen-Anhalt
5679,Goldisthal,98746.0,3681.0,Thüringen
5681,Goldschau,6721.0,36694.0,Sachsen-Anhalt
5684,Gollensdorf,39615.0,39395.0,Sachsen-Anhalt
5687,Gollin,17268.0,39882.0,Brandenburg
5689,Göllingen,6567.0,34671.0,Thüringen
5690,Gollmitz,3205.0,35435.0,Brandenburg
5691,Gollmitz,17291.0,39856.0,Brandenburg
5692,Göllnitz,3238.0,35329.0,Brandenburg
5693,Göllnitz,4626.0,34495.0,Thüringen
5694,Gollwitz,14778.0,33839.0,Brandenburg
5695,Golm,14476.0,331.0,Brandenburg
5696,Golm,16306.0,33336.0,Brandenburg
5698,Golmsdorf,7751.0,36427.0,Thüringen
5699,Golschow,3116.0,35602.0,Brandenburg
5700,Gölsdorf,14913.0,33741.0,Brandenburg
5701,Golßen,15938.0,35452.0,Brandenburg
5703,Golzen,6636.0,34462.0,Sachsen-Anhalt
5704,Golzow,14778.0,33835.0,Brandenburg
5705,Golzow,15328.0,33472.0,Brandenburg
5706,Golzow,16230.0,3334.0,Brandenburg
5709,Gommern,39245.0,39200.0,Sachsen-Anhalt
5711,Gömnigk,14822.0,33844.0,Brandenburg
5712,Gompertshausen,98663.0,36875.0,Thüringen
5718,Gonna,6528.0,3464.0,Sachsen-Anhalt
5724,Göpfersdorf,4618.0,37608.0,Thüringen
5725,Goppeln,1728.0,351.0,Sachsen
5729,Gorden-Staupitz,3238.0,35325.0,Brandenburg
5730,Gorenzen,6343.0,34782.0,Sachsen-Anhalt
5731,Gorgast,15328.0,33472.0,Brandenburg
5733,Görike,16866.0,33977.0,Brandenburg
5735,Göritz,3226.0,35433.0,Brandenburg
5736,Göritz,6869.0,34907.0,Sachsen-Anhalt
5737,Göritz,17291.0,39851.0,Brandenburg
5738,Görkwitz,7907.0,3663.0,Thüringen
5740,Görlitz,2826.0,3581.0,Sachsen
5741,Görlitz,2827.0,3581.0,Sachsen
5742,Görlitz,2828.0,3581.0,Sachsen
5744,Görlsdorf,15926.0,3544.0,Brandenburg
5745,Görlsdorf,16278.0,33334.0,Brandenburg
5747,Gornau,9405.0,371.0,Sachsen
5748,Görne,14728.0,33235.0,Brandenburg
5751,Gornsdorf,9390.0,3721.0,Sachsen
5753,Görsbach,99765.0,36333.0,Thüringen
5754,Görschen,6618.0,34445.0,Sachsen-Anhalt
5756,Görsdorf,15848.0,33678.0,Brandenburg
5757,Görsdorf,15859.0,33678.0,Brandenburg
5758,Görsdorf,15936.0,35453.0,Brandenburg
5759,Gorsdorf-Hemsendorf,6917.0,3537.0,Sachsen-Anhalt
5760,Gorsleben,6577.0,34673.0,Thüringen
5762,Gortz,14778.0,33836.0,Brandenburg
5765,Görzig,1561.0,35263.0,Sachsen
5766,Görzig,6369.0,34975.0,Sachsen-Anhalt
5767,Görzig,15848.0,33672.0,Brandenburg
5768,Görzke,14828.0,33847.0,Brandenburg
5769,Goschen,15868.0,33671.0,Brandenburg
5770,Göschitz,7907.0,36648.0,Thüringen
5771,Gosda,3149.0,35694.0,Brandenburg
5772,Gosda,3205.0,35694.0,Brandenburg
5773,Goseck,6667.0,3443.0,Sachsen-Anhalt
5774,Gosedahl,19357.0,38781.0,Brandenburg
5775,Gosen,15537.0,3362.0,Brandenburg
5776,Gösen,7607.0,36691.0,Thüringen
5782,Gospiteroda,99880.0,3622.0,Thüringen
5783,Gossa,6773.0,34955.0,Sachsen-Anhalt
5784,Gossel,99338.0,36207.0,Thüringen
5785,Gösselborn,99326.0,3629.0,Thüringen
5788,Gössitz,7389.0,36483.0,Thüringen
5790,Goßmar,3249.0,35323.0,Brandenburg
5791,Goßmar,15926.0,35455.0,Brandenburg
5792,Gößnitz,4639.0,34493.0,Thüringen
5794,Goßwitz,7334.0,3671.0,Thüringen
5795,Gostewitz,1594.0,3525.0,Sachsen
5796,Gostewitz,1594.0,3525.0,Sachsen
5798,Gotha,99867.0,3621.0,Thüringen
5799,Gottberg,16845.0,33928.0,Brandenburg
5807,Göttin,14476.0,,Brandenburg
5817,Göttnitz,6780.0,34956.0,Sachsen-Anhalt
5818,Gottschdorf,1936.0,35797.0,Sachsen
5819,Gottstedt,99192.0,36208.0,Thüringen
5820,Gottstedt,99192.0,36208.0,Thüringen
5821,Götz,14778.0,33207.0,Brandenburg
5822,Goyatz,15913.0,35478.0,Brandenburg
5830,Gräben,14793.0,33833.0,Brandenburg
5831,Gräbendorf,15741.0,33763.0,Brandenburg
5837,Grabko,3172.0,35697.0,Brandenburg
5838,Grabow,14778.0,33836.0,Brandenburg
5839,Grabow,14823.0,33843.0,Brandenburg
5840,Grabow,16909.0,33984.0,Brandenburg
5841,Grabow,16945.0,33968.0,Brandenburg
5844,Grabow,39291.0,39223.0,Sachsen-Anhalt
5846,Grabsleben,99869.0,36202.0,Thüringen
5854,Gräfendorf,4916.0,3535.0,Brandenburg
5855,Gräfendorf,7387.0,3647.0,Thüringen
5856,Gräfendorf,14913.0,33746.0,Brandenburg
5859,Gräfenhain,99887.0,3624.0,Thüringen
5860,Gräfenhainichen,6773.0,34953.0,Sachsen-Anhalt
5864,Gräfenroda,99330.0,36205.0,Thüringen
5865,Gräfenthal,98743.0,36703.0,Thüringen
5869,Gräfinau-Angstedt,98704.0,36785.0,Thüringen
5876,Graitschen b Bürgel,7616.0,36692.0,Thüringen
5886,Gramzow,16775.0,39861.0,Brandenburg
5887,Gramzow,17291.0,39861.0,Brandenburg
5888,Gramzow,19348.0,3876.0,Brandenburg
5889,Grana,6712.0,3441.0,Sachsen-Anhalt
5891,Gräningen,14715.0,33878.0,Brandenburg
5892,Granitwerk Sormitztal,7343.0,,Thüringen
5893,Granschütz,6679.0,3443.0,Sachsen-Anhalt
5896,Gransee,16775.0,3306.0,Brandenburg
5900,Granzow,16866.0,33977.0,Brandenburg
5908,Grassau,4916.0,35362.0,Brandenburg
5909,Grassau,39579.0,39324.0,Sachsen-Anhalt
5912,Gratze,16259.0,33451.0,Brandenburg
5914,Grauingen,39359.0,39059.0,Sachsen-Anhalt
5915,Graustein,3130.0,3563.0,Brandenburg
5922,Grebs,14793.0,,Brandenburg
5923,Grebs,14797.0,33830.0,Brandenburg
5929,Greifenhagen,6333.0,34781.0,Sachsen-Anhalt
5930,Greifenhain,3116.0,35602.0,Brandenburg
5932,Greiffenberg,16278.0,33334.0,Brandenburg
5942,Greiz,7973.0,3661.0,Thüringen
5947,Grenz,17291.0,39857.0,Brandenburg
5950,Grenzheim,19348.0,38785.0,Brandenburg
5952,Greppin,6803.0,3494.0,Sachsen-Anhalt
5958,Greußen,99718.0,3636.0,Thüringen
5972,Grieben,16775.0,33086.0,Brandenburg
5975,Grieben,39517.0,39362.0,Sachsen-Anhalt
5976,Griebo,6869.0,34903.0,Sachsen-Anhalt
5977,Griefstedt,99638.0,36375.0,Thüringen
5979,Griesen,6786.0,34905.0,Sachsen-Anhalt
5982,Griesheim,99326.0,3629.0,Thüringen
5984,Grießbach,9435.0,3725.0,Sachsen
5985,Grießen,3172.0,35696.0,Brandenburg
5988,Grillenberg,6528.0,3464.0,Sachsen-Anhalt
5990,Grimma,4668.0,3437.0,Sachsen
5991,Grimme,39264.0,39248.0,Sachsen-Anhalt
5993,Grimmelshausen,98660.0,36873.0,Thüringen
5997,Gröben,6682.0,34443.0,Sachsen-Anhalt
5998,Gröben,14974.0,3378.0,Brandenburg
6000,Grobengereuth,7389.0,36484.0,Thüringen
6002,Gröbern,6773.0,34955.0,Sachsen-Anhalt
6003,Gröbers,6184.0,34605.0,Sachsen-Anhalt
6004,Gröbitz,3238.0,3531.0,Brandenburg
6005,Gröbitz,6667.0,34445.0,Sachsen-Anhalt
6006,Grobleben,39579.0,39322.0,Sachsen-Anhalt
6007,Gröbzig,6388.0,34976.0,Sachsen-Anhalt
6008,Grockstädt,6268.0,34461.0,Sachsen-Anhalt
6010,Gröden,4932.0,35343.0,Brandenburg
6012,Gröditsch,15910.0,35471.0,Brandenburg
6013,Gröditz,1609.0,35263.0,Sachsen
6014,Groitzsch,4539.0,34296.0,Sachsen
6019,Gröna,6408.0,3471.0,Sachsen-Anhalt
6023,Gröningen,39397.0,39403.0,Sachsen-Anhalt
6025,Groptitz,1594.0,3525.0,Sachsen
6026,Groß Ammensleben,39326.0,39202.0,Sachsen-Anhalt
6027,Groß Behnitz,14641.0,33239.0,Brandenburg
6031,Groß Beuchow,3222.0,3542.0,Brandenburg
6034,Groß Börnecke,39435.0,39267.0,Sachsen-Anhalt
6035,Groß Breese,19322.0,3877.0,Brandenburg
6036,Groß Briesen,14806.0,33846.0,Brandenburg
6038,Groß Buchholz,19348.0,3876.0,Brandenburg
6041,Groß Chüden,29416.0,3901.0,Sachsen-Anhalt
6044,Groß Döbbern,3058.0,35608.0,Brandenburg
6045,Groß Dölln,17268.0,39883.0,Brandenburg
6047,Groß Düben,2959.0,35773.0,Sachsen
6048,Groß Eichholz,15859.0,33760.0,Brandenburg
6052,Groß Fredenwalde,17268.0,39887.0,Brandenburg
6053,Groß Gaglow,3058.0,355.0,Brandenburg
6054,Groß Garz,39615.0,39398.0,Sachsen-Anhalt
6055,Groß Germersleben,39398.0,39408.0,Sachsen-Anhalt
6057,Groß Glienicke,14476.0,33201.0,Brandenburg
6060,Groß Gottschow,19348.0,38784.0,Brandenburg
6062,Groß Haßlow,16909.0,3394.0,Brandenburg
6066,Groß Jehser,3205.0,35439.0,Brandenburg
6068,Groß Kienitz,15831.0,33708.0,Brandenburg
6070,Groß Kölpin,17268.0,39886.0,Brandenburg
6071,Groß Kölzig,3159.0,35600.0,Brandenburg
6073,Groß Köris,15746.0,33766.0,Brandenburg
6076,Groß Kreutz,14550.0,33207.0,Brandenburg
6081,Groß Langerwisch,16928.0,3395.0,Brandenburg
6082,Groß Leine,15913.0,3546.0,Brandenburg
6083,Groß Leppin,19339.0,38787.0,Brandenburg
6084,Groß Leuthen,15913.0,35471.0,Brandenburg
6085,Groß Linde,19348.0,3876.0,Brandenburg
6086,Groß Lindow,15295.0,33609.0,Brandenburg
6087,Groß Lübbenau,3226.0,3542.0,Brandenburg
