Id,Ort,Plz,Vorwahl,Bundesland
19,Abbau Ader,29416.0,,Sachsen-Anhalt
20,Abbendorf,19322.0,38791.0,Brandenburg
21,Abbenrode,38871.0,39452.0,Sachsen-Anhalt
22,Abberode,6543.0,34779.0,Sachsen-Anhalt
24,Abend,1623.0,35246.0,Sachsen
30,Abtlöbnitz,6628.0,34466.0,Sachsen-Anhalt
31,Abtsbessingen,99713.0,36020.0,Thüringen
32,Abtsdorf,6888.0,3491.0,Sachsen-Anhalt
49,Ackendorf,39343.0,39202.0,Sachsen-Anhalt
50,Ackermannshof,16259.0,33451.0,Brandenburg
55,Adelhausen,98646.0,3685.0,Thüringen
59,Adelsdorf,1561.0,3522.0,Sachsen
71,Aderstedt,6408.0,3471.0,Sachsen-Anhalt
72,Aderstedt,38838.0,39428.0,Sachsen-Anhalt
78,Adorf,8626.0,37423.0,Sachsen
98,Ahlsdorf,4916.0,35362.0,Brandenburg
99,Ahlsdorf,6313.0,34772.0,Sachsen-Anhalt
100,Ahlstädt,98553.0,36873.0,Thüringen
101,Ahlum,38489.0,39007.0,Sachsen-Anhalt
115,Ahrensdorf,14974.0,3378.0,Brandenburg
116,Ahrensdorf,15864.0,33677.0,Brandenburg
117,Ahrensfelde,16356.0,30.0,Brandenburg
147,Aitzendorf,9326.0,37382.0,Sachsen
148,Aken,6385.0,34909.0,Sachsen-Anhalt
149,Alach,99100.0,361.0,Thüringen
150,Alach,99100.0,361.0,Thüringen
154,Albersdorf,7646.0,36692.0,Thüringen
157,Albersroda,6268.0,34632.0,Sachsen-Anhalt
158,Alberstedt,6279.0,34774.0,Sachsen-Anhalt
161,Albertinenhof,16818.0,33925.0,Brandenburg
167,Albrechts,98529.0,3681.0,Thüringen
168,Albrechts,98529.0,3681.0,Thüringen
169,Albrechtshof,17291.0,39862.0,Brandenburg
188,Algenstedt,39638.0,3907.0,Sachsen-Anhalt
194,Alikendorf,39398.0,39408.0,Sachsen-Anhalt
196,Alkersleben,99310.0,36200.0,Thüringen
199,Allendorf,7426.0,36730.0,Thüringen
205,Alleringersleben,39343.0,39400.0,Sachsen-Anhalt
207,Allersdorf,98701.0,36781.0,Thüringen
214,Allmenhausen,99713.0,36020.0,Thüringen
216,Allmosen,1983.0,35753.0,Brandenburg
217,Allrode,6507.0,39487.0,Sachsen-Anhalt
218,Allstedt,6542.0,34652.0,Sachsen-Anhalt
225,Alperstedt,99195.0,36204.0,Thüringen
236,Alsleben,6425.0,34692.0,Sachsen-Anhalt
238,Alt Bork,14822.0,33845.0,Brandenburg
239,Alt Brieselang,14656.0,33232.0,Brandenburg
242,Alt Golm,15526.0,33631.0,Brandenburg
247,Alt Krüssow,16928.0,3395.0,Brandenburg
249,Alt Lutterow,16837.0,33923.0,Brandenburg
250,Alt Madlitz,15518.0,33607.0,Brandenburg
251,Alt Mahlisch,15306.0,33602.0,Brandenburg
257,Alt Ruppin,16827.0,3391.0,Brandenburg
260,Alt Stahnsdorf,15859.0,33678.0,Brandenburg
262,Alt Tucheband,15328.0,33472.0,Brandenburg
264,Alt Zauche,15913.0,3546.0,Brandenburg
266,Altbarnim,15320.0,33474.0,Brandenburg
268,Altbrandsleben,39387.0,39407.0,Sachsen-Anhalt
269,Altdöbern,3229.0,35434.0,Brandenburg
279,Altenau,4931.0,35342.0,Brandenburg
281,Altenbach,4828.0,3425.0,Sachsen
284,Altenberg,1773.0,35056.0,Sachsen
285,Altenberga,7768.0,36424.0,Thüringen
287,Altenbeuthen,7338.0,36737.0,Thüringen
288,Altenbrak,38889.0,39456.0,Sachsen-Anhalt
290,Altenburg,4600.0,3447.0,Thüringen
291,Altendambach,98553.0,3681.0,Thüringen
293,Altendorf,1855.0,35022.0,Sachsen
296,Altenfeld,98701.0,36781.0,Thüringen
297,Altengesees,7356.0,36643.0,Thüringen
299,Altengottern,99991.0,36022.0,Thüringen
302,Altenhausen,39343.0,39052.0,Sachsen-Anhalt
303,Altenhof,16244.0,33363.0,Brandenburg
322,Altenroda,6642.0,34465.0,Sachsen-Anhalt
323,Altensalzwedel,29416.0,39035.0,Sachsen-Anhalt
331,Altenweddingen,39171.0,39205.0,Sachsen-Anhalt
332,Altenzaun,39596.0,39394.0,Sachsen-Anhalt
334,Alterode,6543.0,34742.0,Sachsen-Anhalt
335,Altersbach,98587.0,36847.0,Thüringen
338,Altes Lager,14913.0,3372.0,Brandenburg
340,Altfriedland,15320.0,33476.0,Brandenburg
341,Altfriesack,16818.0,33925.0,Brandenburg
342,Alt-Galow,16278.0,33338.0,Brandenburg
343,Altgersdorf,16259.0,33451.0,Brandenburg
344,Altglietzen,16259.0,33369.0,Brandenburg
353,Althüttendorf,16247.0,33361.0,Brandenburg
354,Altjeßnitz,6800.0,3494.0,Sachsen-Anhalt
356,Altkirchen,4626.0,34491.0,Thüringen
357,Altkünkendorf,16278.0,33337.0,Brandenburg
358,Altlandsberg,15345.0,33438.0,Brandenburg
361,Altlewin,16259.0,33452.0,Brandenburg
362,Altlüdersdorf,16775.0,3306.0,Brandenburg
365,Altmädewitz,16259.0,33456.0,Brandenburg
367,Altmersleben,39624.0,39080.0,Sachsen-Anhalt
368,Altmittweida,9648.0,3727.0,Sachsen
371,Altottenhain,4643.0,,Sachsen
373,Altreetz,16259.0,33457.0,Brandenburg
376,Alt-Schadow,15910.0,35473.0,Brandenburg
381,Altthymen,16798.0,33093.0,Brandenburg
382,Alttrebbin,16259.0,33474.0,Brandenburg
388,Altwustrow,16259.0,33457.0,Brandenburg
403,Amalienfelde,16766.0,33055.0,Brandenburg
409,Amesdorf,39439.0,39262.0,Sachsen-Anhalt
412,Ammelstädt,7407.0,3672.0,Thüringen
414,Ammern,99974.0,3601.0,Thüringen
421,Ampfurth,39387.0,39407.0,Sachsen-Anhalt
422,Amsdorf,6317.0,34601.0,Sachsen-Anhalt
425,Amtsberg,9439.0,37209.0,Sachsen
430,Andenhausen,36452.0,36964.0,Thüringen
431,Anderbeck,38836.0,39422.0,Sachsen-Anhalt
435,Andisleben,99189.0,36201.0,Thüringen
440,Angelroda,99338.0,36207.0,Thüringen
443,Angermünde,16278.0,3331.0,Brandenburg
444,Angern,39326.0,39363.0,Sachsen-Anhalt
445,Angersdorf,6179.0,345.0,Sachsen-Anhalt
448,Ankermühle,37308.0,,Thüringen
454,Annaberg-Buchholz,9456.0,3733.0,Sachsen
455,Annaburg,6925.0,35385.0,Sachsen-Anhalt
456,Annahütte,1994.0,35754.0,Brandenburg
457,Annarode,6308.0,34772.0,Sachsen-Anhalt
469,Apenburg,38486.0,39001.0,Sachsen-Anhalt
472,Apfelstädt,99192.0,36202.0,Thüringen
474,Apolda,99510.0,3644.0,Thüringen
480,Appenrode,99768.0,36331.0,Thüringen
487,Arendsee,17291.0,39855.0,Brandenburg
488,Arendsee,39619.0,39384.0,Sachsen-Anhalt
490,Arensdorf,6369.0,34975.0,Sachsen-Anhalt
491,Arensdorf,15518.0,33635.0,Brandenburg
492,Arenshausen,37318.0,36081.0,Thüringen
493,Arensnest,14827.0,33849.0,Brandenburg
494,Arenzhain,3253.0,35322.0,Brandenburg
508,Arneburg,39596.0,39321.0,Sachsen-Anhalt
511,Arnsbach,7330.0,36731.0,Thüringen
518,Arnsdorf,1477.0,35200.0,Sachsen
519,Arnsdorf,6917.0,3537.0,Sachsen-Anhalt
520,Arnsgereuth,7318.0,36736.0,Thüringen
521,Arnsgrün,7952.0,37431.0,Thüringen
523,Arnsnesta,4916.0,3535.0,Brandenburg
524,Arnstadt,99310.0,3628.0,Thüringen
525,Arnstedt,6333.0,34785.0,Sachsen-Anhalt
532,Arras,9326.0,37382.0,Sachsen
534,Artern,6556.0,3466.0,Thüringen
537,Arzberg,4886.0,34222.0,Sachsen
543,Asbach,98574.0,3683.0,Thüringen
546,Asbach-Sickenberg,37318.0,,Thüringen
551,Aschara,99958.0,3603.0,Thüringen
552,Aschau,7426.0,36738.0,Thüringen
561,Aschenhausen,98634.0,36966.0,Thüringen
563,Aschersleben,6449.0,3473.0,Sachsen-Anhalt
565,Aseleben,6317.0,34774.0,Sachsen-Anhalt
569,Aspach,99880.0,3622.0,Thüringen
571,Aspenstedt,38822.0,39427.0,Sachsen-Anhalt
581,Ateritz,6901.0,34921.0,Sachsen-Anhalt
582,Athenstedt,38822.0,39427.0,Sachsen-Anhalt
588,Atterwasch,3172.0,35692.0,Brandenburg
591,Atzendorf,39443.0,39266.0,Sachsen-Anhalt
600,Audenhain,4838.0,34244.0,Sachsen
602,Aue,8280.0,3771.0,Sachsen
603,Aue a Berg,7318.0,3671.0,Thüringen
607,Auerbach,8209.0,3744.0,Sachsen
608,Auerbach,9392.0,3721.0,Sachsen
612,Auerstedt,99518.0,36461.0,Thüringen
632,Augsdorf,6308.0,3476.0,Sachsen-Anhalt
634,Augustusburg,9573.0,37291.0,Sachsen
639,Auleben,99765.0,36333.0,Thüringen
642,Aulosen,39615.0,39395.0,Sachsen-Anhalt
643,Auma,7955.0,36626.0,Thüringen
653,Ausleben,39393.0,39404.0,Sachsen-Anhalt
655,Authausen,4849.0,34243.0,Sachsen
662,Axien,6922.0,35386.0,Sachsen-Anhalt
667,Azmannsdorf,99198.0,361.0,Thüringen
668,Azmannsdorf,99198.0,361.0,Thüringen
670,Baalberge,6408.0,3471.0,Sachsen-Anhalt
674,Baarz,19309.0,38758.0,Brandenburg
675,Baasdorf,6388.0,3496.0,Sachsen-Anhalt
676,Babben,3246.0,35324.0,Brandenburg
678,Baben,39596.0,39388.0,Sachsen-Anhalt
684,Bach,4828.0,34383.0,Sachsen
690,Bachfeld,96528.0,36766.0,Thüringen
704,Bad Berka,99438.0,36458.0,Thüringen
709,Bad Bibra,6647.0,34465.0,Sachsen-Anhalt
711,Bad Blankenburg,7422.0,36741.0,Thüringen
714,Bad Brambach,8648.0,37438.0,Sachsen
720,Bad Colberg-Heldburg,98663.0,36871.0,Thüringen
724,Bad Düben,4849.0,34243.0,Sachsen
726,Bad Dürrenberg,6231.0,3462.0,Sachsen-Anhalt
729,Bad Elster,8645.0,37437.0,Sachsen
736,Bad Frankenhausen,6567.0,34671.0,Thüringen
737,Bad Freienwalde,16259.0,3344.0,Brandenburg
741,Bad Gottleuba,1816.0,35023.0,Sachsen
758,Bad Klosterlausnitz,7639.0,36601.0,Thüringen
762,Bad Kösen,6628.0,34463.0,Sachsen-Anhalt
763,Bad Köstritz,7586.0,36605.0,Thüringen
769,Bad Langensalza,99947.0,3603.0,Thüringen
770,Bad Lauchstädt,6246.0,34635.0,Sachsen-Anhalt
771,Bad Lausick,4651.0,34345.0,Sachsen
773,Bad Liebenstein,36448.0,36961.0,Thüringen
774,Bad Liebenwerda,4924.0,35341.0,Brandenburg
782,Bad Muskau,2953.0,35771.0,Sachsen
799,Bad Saarow-Pieskow,15526.0,33631.0,Brandenburg
807,Bad Salzungen,36433.0,3695.0,Thüringen
810,Bad Schandau,1814.0,35022.0,Sachsen
811,Bad Schmiedeberg,6905.0,34925.0,Sachsen-Anhalt
823,Bad Suderode,6507.0,39485.0,Sachsen-Anhalt
824,Bad Sulza,99518.0,36461.0,Thüringen
827,Bad Tennstedt,99955.0,36041.0,Thüringen
836,Bad Wilsnack,19336.0,38791.0,Brandenburg
846,Badeborn,6493.0,39483.0,Sachsen-Anhalt
848,Badel,39624.0,39009.0,Sachsen-Anhalt
859,Badersleben,38836.0,39422.0,Sachsen-Anhalt
860,Badingen,16775.0,3307.0,Brandenburg
861,Badingen,39579.0,39324.0,Sachsen-Anhalt
864,Badra,99706.0,3632.0,Thüringen
865,Baek,19348.0,38782.0,Brandenburg
867,Bagemühl,17326.0,39742.0,Brandenburg
868,Bagenz,3130.0,35697.0,Brandenburg
869,Bagow,14778.0,33838.0,Brandenburg
872,Bahnhof Zimmernsupra-Töttelstädt,99100.0,,Thüringen
873,Bahnhof Zimmernsupra-Töttelstädt,99100.0,,Thüringen
874,Bahnitz,14715.0,33877.0,Brandenburg
875,Bahnsdorf,1983.0,35751.0,Brandenburg
876,Bahnsdorf,4895.0,35365.0,Brandenburg
878,Bahratal,1816.0,35023.0,Sachsen
880,Bahren,3249.0,35323.0,Brandenburg
882,Bahrendorf,39171.0,39205.0,Sachsen-Anhalt
886,Bahretal,1819.0,35025.0,Sachsen
887,Bahro,15898.0,33656.0,Brandenburg
897,Baitz,14806.0,33841.0,Brandenburg
908,Balgstädt,6632.0,34464.0,Sachsen-Anhalt
913,Ballenstedt,6493.0,39483.0,Sachsen-Anhalt
914,Ballerstedt,39606.0,39328.0,Sachsen-Anhalt
915,Ballhausen,99955.0,36041.0,Thüringen
917,Ballstädt,99869.0,36255.0,Thüringen
918,Ballstedt,99439.0,36452.0,Thüringen
920,Bälow,19322.0,38791.0,Brandenburg
930,Bamme,14715.0,3385.0,Brandenburg
932,Bandau,38486.0,39000.0,Sachsen-Anhalt
941,Bannewitz,1728.0,351.0,Sachsen
943,Bantikow,16868.0,33979.0,Brandenburg
945,Banzendorf,16835.0,33933.0,Brandenburg
951,Barby,39249.0,39298.0,Sachsen-Anhalt
952,Barchfeld,36456.0,36961.0,Thüringen
953,Bardenitz,14913.0,33748.0,Brandenburg
964,Bärenklau,3172.0,35691.0,Brandenburg
965,Bärenklau,16727.0,33052.0,Brandenburg
966,Bärenstein,1768.0,35054.0,Sachsen
967,Bärenstein,9471.0,37347.0,Sachsen
969,Barenthin,16866.0,33972.0,Brandenburg
984,Barleben,39179.0,39203.0,Sachsen-Anhalt
989,Barneberg,39393.0,39402.0,Sachsen-Anhalt
991,Barnewitz,14715.0,33876.0,Brandenburg
994,Bärnsdorf,1471.0,35207.0,Sachsen
995,Barnstädt,6268.0,34771.0,Sachsen-Anhalt
1001,Barsdorf,16775.0,33087.0,Brandenburg
1002,Barsikow,16845.0,3391.0,Brandenburg
1007,Bartensleben,39343.0,39050.0,Sachsen-Anhalt
1013,Baruth,15837.0,33704.0,Brandenburg
1015,Bärwalde,14913.0,33744.0,Brandenburg
1019,Barzig,1994.0,35329.0,Brandenburg
1022,Basdorf,16352.0,33397.0,Brandenburg
1023,Basdorf,16818.0,33929.0,Brandenburg
1031,Battaune,4838.0,34244.0,Sachsen
1034,Battgendorf,99625.0,3635.0,Thüringen
1035,Battin,6917.0,3537.0,Sachsen-Anhalt
1038,Batzlow,15377.0,33437.0,Brandenburg
1039,Bauda,1561.0,3522.0,Sachsen
1041,Bauerbach,98617.0,36945.0,Thüringen
1045,Baumersroda,6632.0,34632.0,Sachsen-Anhalt
1046,Baumgarten,16775.0,33083.0,Brandenburg
1053,Bautzen,2625.0,3591.0,Sachsen
1065,Bebendorf,37308.0,36082.0,Thüringen
1067,Beberstedt,99976.0,36023.0,Thüringen
1068,Bebertal,39343.0,39062.0,Sachsen-Anhalt
1078,Bechstedt,7426.0,36730.0,Thüringen
1079,Bechstedtstraß,99428.0,3643.0,Thüringen
1087,Beckendorf,39393.0,39404.0,Sachsen-Anhalt
1098,Beelitz,14547.0,33204.0,Brandenburg
1099,Beelitz,39596.0,39321.0,Sachsen-Anhalt
1100,Beendorf,39343.0,39050.0,Sachsen-Anhalt
1101,Beenz,17258.0,39888.0,Brandenburg
1102,Beerbaum,16259.0,33451.0,Brandenburg
1103,Beerfelde,15518.0,33637.0,Brandenburg
1105,Beesdau,15926.0,3544.0,Brandenburg
1106,Beesenlaublingen,6425.0,34692.0,Sachsen-Anhalt
1107,Beesenstedt,6198.0,34607.0,Sachsen-Anhalt
1108,Beeskow,15848.0,3366.0,Brandenburg
1111,Beetz,16766.0,33055.0,Brandenburg
1112,Beetzendorf,38489.0,39000.0,Sachsen-Anhalt
1115,Behlow,15868.0,33671.0,Brandenburg
1117,Behnsdorf,39356.0,39055.0,Sachsen-Anhalt
1119,Behrendorf,39606.0,39393.0,Sachsen-Anhalt
1122,Behrensdorf,15864.0,33677.0,Brandenburg
1124,Behringen,99326.0,3629.0,Thüringen
1125,Behringen,99947.0,36254.0,Thüringen
1126,Behringer Schenke,99326.0,3629.0,Thüringen
1127,Behrungen,98631.0,36944.0,Thüringen
1129,Beicha,4720.0,34325.0,Sachsen
1130,Beichlingen,99625.0,3635.0,Thüringen
1133,Beierfeld,8340.0,3774.0,Sachsen
1134,Beiersdorf,2736.0,35872.0,Sachsen
1135,Beiersdorf,4924.0,35365.0,Brandenburg
1136,Beiersdorf,16259.0,33451.0,Brandenburg
1140,Beilrode,4886.0,3421.0,Sachsen
1145,Beinerstadt,98660.0,36873.0,Thüringen
1153,Belgern,4874.0,34224.0,Sachsen
1154,Belgershain,4683.0,34347.0,Sachsen
1158,Belleben,6425.0,34692.0,Sachsen-Anhalt
1165,Bellingen,39579.0,39365.0,Sachsen-Anhalt
1167,Bellstedt,99713.0,36020.0,Thüringen
1170,Belrieth,98617.0,36949.0,Thüringen
1172,Belsdorf,39356.0,39055.0,Sachsen-Anhalt
1176,Belzig,14806.0,33841.0,Brandenburg
1182,Bendeleben,99706.0,34671.0,Thüringen
1183,Bendelin,19339.0,38787.0,Brandenburg
1193,Benken,14806.0,33849.0,Brandenburg
1194,Benkendorf,29416.0,39032.0,Sachsen-Anhalt
1195,Benkendorf b Salzmünde,6179.0,34609.0,Sachsen-Anhalt
1196,Benndorf,6308.0,34772.0,Sachsen-Anhalt
1197,Benneckenstein,38877.0,39457.0,Sachsen-Anhalt
1198,Bennewitz,4828.0,3425.0,Sachsen
1203,Bennstedt,6179.0,345.0,Sachsen-Anhalt
1204,Bennungen,6536.0,34651.0,Sachsen-Anhalt
1206,Bensdorf,14789.0,33839.0,Brandenburg
1207,Benshausen,98554.0,36843.0,Thüringen
1210,Bentwisch,19322.0,3877.0,Brandenburg
1218,Berbisdorf,1471.0,35208.0,Sachsen
1223,Berenbrock,39638.0,39051.0,Sachsen-Anhalt
1235,Berga,6536.0,34651.0,Sachsen-Anhalt
1236,Berga,7980.0,36623.0,Thüringen
1238,Berge,14641.0,3321.0,Brandenburg
1239,Berge,19348.0,38785.0,Brandenburg
1240,Berge,39638.0,3907.0,Sachsen-Anhalt
1242,Bergen,3246.0,35324.0,Brandenburg
1243,Bergen,8239.0,37463.0,Sachsen
1252,Bergerdamm,14641.0,3321.0,Brandenburg
1256,Bergfelde,16562.0,3303.0,Brandenburg
1264,Bergholz,14806.0,33841.0,Brandenburg
1266,Bergholz-Rehbrücke,14558.0,33200.0,Brandenburg
1273,Bergisdorf,6712.0,3441.0,Sachsen-Anhalt
1285,Bergschäferei,15377.0,33433.0,Brandenburg
1286,Bergsdorf,16775.0,33088.0,Brandenburg
1289,Bergwitz,6773.0,34928.0,Sachsen-Anhalt
1290,Bergzow,39307.0,39349.0,Sachsen-Anhalt
1292,Berka,99837.0,36922.0,Thüringen
1293,Berka v d Hainich,99826.0,36924.0,Thüringen
1294,Berkach,98631.0,36944.0,Thüringen
1296,Berkau,39624.0,39089.0,Sachsen-Anhalt
1297,Berkenbrück,15518.0,33634.0,Brandenburg
1300,Berkholz-Meyenburg,16306.0,3332.0,Brandenburg
1302,Berlin,10115.0,30.0,Berlin
1303,Berlin,10117.0,30.0,Berlin
1304,Berlin,10119.0,30.0,Berlin
1305,Berlin,10178.0,30.0,Berlin
1306,Berlin,10179.0,30.0,Berlin
1307,Berlin,10243.0,30.0,Berlin
1308,Berlin,10245.0,30.0,Berlin
1309,Berlin,10247.0,30.0,Berlin
1310,Berlin,10249.0,30.0,Berlin
1311,Berlin,10315.0,30.0,Berlin
1312,Berlin,10317.0,30.0,Berlin
1313,Berlin,10318.0,30.0,Berlin
1314,Berlin,10319.0,30.0,Berlin
1315,Berlin,10365.0,30.0,Berlin
1316,Berlin,10367.0,30.0,Berlin
1317,Berlin,10369.0,30.0,Berlin
1318,Berlin,10405.0,30.0,Berlin
1319,Berlin,10407.0,30.0,Berlin
1320,Berlin,10409.0,30.0,Berlin
1321,Berlin,10435.0,30.0,Berlin
1322,Berlin,10437.0,30.0,Berlin
1323,Berlin,10439.0,30.0,Berlin
1324,Berlin,10551.0,30.0,Berlin
1325,Berlin,10553.0,30.0,Berlin
1326,Berlin,10555.0,30.0,Berlin
1327,Berlin,10557.0,30.0,Berlin
1328,Berlin,10559.0,30.0,Berlin
1329,Berlin,10585.0,30.0,Berlin
1330,Berlin,10587.0,30.0,Berlin
1331,Berlin,10589.0,30.0,Berlin
1332,Berlin,10623.0,30.0,Berlin
1333,Berlin,10625.0,30.0,Berlin
1334,Berlin,10627.0,30.0,Berlin
1335,Berlin,10629.0,30.0,Berlin
1336,Berlin,10707.0,30.0,Berlin
1337,Berlin,10709.0,30.0,Berlin
1338,Berlin,10711.0,30.0,Berlin
1339,Berlin,10713.0,30.0,Berlin
1340,Berlin,10715.0,30.0,Berlin
1341,Berlin,10717.0,30.0,Berlin
1342,Berlin,10719.0,30.0,Berlin
1343,Berlin,10777.0,30.0,Berlin
1344,Berlin,10779.0,30.0,Berlin
1345,Berlin,10781.0,30.0,Berlin
1346,Berlin,10783.0,30.0,Berlin
1347,Berlin,10785.0,30.0,Berlin
1348,Berlin,10787.0,30.0,Berlin
1349,Berlin,10789.0,30.0,Berlin
1350,Berlin,10823.0,30.0,Berlin
1351,Berlin,10825.0,30.0,Berlin
1352,Berlin,10827.0,30.0,Berlin
1353,Berlin,10829.0,30.0,Berlin
1354,Berlin,10961.0,30.0,Berlin
1355,Berlin,10963.0,30.0,Berlin
1356,Berlin,10965.0,30.0,Berlin
1357,Berlin,10967.0,30.0,Berlin
1358,Berlin,10969.0,30.0,Berlin
1359,Berlin,10997.0,30.0,Berlin
1360,Berlin,10999.0,30.0,Berlin
1361,Berlin,12043.0,30.0,Berlin
1362,Berlin,12045.0,30.0,Berlin
1363,Berlin,12047.0,30.0,Berlin
1364,Berlin,12049.0,30.0,Berlin
1365,Berlin,12051.0,30.0,Berlin
1366,Berlin,12053.0,30.0,Berlin
1367,Berlin,12055.0,30.0,Berlin
1368,Berlin,12057.0,30.0,Berlin
1369,Berlin,12059.0,30.0,Berlin
1370,Berlin,12099.0,30.0,Berlin
1371,Berlin,12101.0,30.0,Berlin
1372,Berlin,12103.0,30.0,Berlin
1373,Berlin,12105.0,30.0,Berlin
1374,Berlin,12107.0,30.0,Berlin
1375,Berlin,12109.0,30.0,Berlin
1376,Berlin,12157.0,30.0,Berlin
1377,Berlin,12159.0,30.0,Berlin
1378,Berlin,12161.0,30.0,Berlin
1379,Berlin,12163.0,30.0,Berlin
1380,Berlin,12165.0,30.0,Berlin
1381,Berlin,12167.0,30.0,Berlin
1382,Berlin,12169.0,30.0,Berlin
1383,Berlin,12203.0,30.0,Berlin
1384,Berlin,12205.0,30.0,Berlin
1385,Berlin,12207.0,30.0,Berlin
1386,Berlin,12209.0,30.0,Berlin
1387,Berlin,12247.0,30.0,Berlin
1388,Berlin,12249.0,30.0,Berlin
1389,Berlin,12277.0,30.0,Berlin
1390,Berlin,12279.0,30.0,Berlin
1391,Berlin,12305.0,30.0,Berlin
1392,Berlin,12307.0,30.0,Berlin
1393,Berlin,12309.0,30.0,Berlin
1394,Berlin,12347.0,30.0,Berlin
1395,Berlin,12349.0,30.0,Berlin
1396,Berlin,12351.0,30.0,Berlin
1397,Berlin,12353.0,30.0,Berlin
1398,Berlin,12355.0,30.0,Berlin
1399,Berlin,12357.0,30.0,Berlin
1400,Berlin,12359.0,30.0,Berlin
1401,Berlin,12435.0,30.0,Berlin
1402,Berlin,12437.0,30.0,Berlin
1403,Berlin,12439.0,30.0,Berlin
1404,Berlin,12459.0,30.0,Berlin
1405,Berlin,12487.0,30.0,Berlin
1406,Berlin,12489.0,30.0,Berlin
1407,Berlin,12524.0,30.0,Berlin
1408,Berlin,12526.0,30.0,Berlin
1409,Berlin,12527.0,30.0,Berlin
1410,Berlin,12555.0,30.0,Berlin
1411,Berlin,12557.0,30.0,Berlin
1412,Berlin,12559.0,30.0,Berlin
1413,Berlin,12587.0,30.0,Berlin
1414,Berlin,12589.0,30.0,Berlin
1415,Berlin,12619.0,30.0,Berlin
1416,Berlin,12621.0,30.0,Berlin
1417,Berlin,12623.0,30.0,Berlin
1418,Berlin,12627.0,30.0,Berlin
1419,Berlin,12629.0,30.0,Berlin
1420,Berlin,12679.0,30.0,Berlin
1421,Berlin,12681.0,30.0,Berlin
1422,Berlin,12683.0,30.0,Berlin
1423,Berlin,12685.0,30.0,Berlin
1424,Berlin,12687.0,30.0,Berlin
1425,Berlin,12689.0,30.0,Berlin
1426,Berlin,13051.0,30.0,Berlin
1427,Berlin,13053.0,30.0,Berlin
1428,Berlin,13055.0,30.0,Berlin
1429,Berlin,13057.0,30.0,Berlin
1430,Berlin,13059.0,30.0,Berlin
1431,Berlin,13086.0,30.0,Berlin
1432,Berlin,13088.0,30.0,Berlin
1433,Berlin,13089.0,30.0,Berlin
1434,Berlin,13125.0,30.0,Berlin
1435,Berlin,13127.0,30.0,Berlin
1436,Berlin,13129.0,30.0,Berlin
1437,Berlin,13156.0,30.0,Berlin
1438,Berlin,13158.0,30.0,Berlin
1439,Berlin,13159.0,30.0,Berlin
1440,Berlin,13187.0,30.0,Berlin
1441,Berlin,13189.0,30.0,Berlin
1442,Berlin,13347.0,30.0,Berlin
1443,Berlin,13349.0,30.0,Berlin
1444,Berlin,13351.0,30.0,Berlin
1445,Berlin,13353.0,30.0,Berlin
1446,Berlin,13355.0,30.0,Berlin
1447,Berlin,13357.0,30.0,Berlin
1448,Berlin,13359.0,30.0,Berlin
1449,Berlin,13403.0,30.0,Berlin
1450,Berlin,13405.0,30.0,Berlin
1451,Berlin,13407.0,30.0,Berlin
1452,Berlin,13409.0,30.0,Berlin
1453,Berlin,13435.0,30.0,Berlin
1454,Berlin,13437.0,30.0,Berlin
1455,Berlin,13439.0,30.0,Berlin
1456,Berlin,13465.0,30.0,Berlin
1457,Berlin,13467.0,30.0,Berlin
1458,Berlin,13469.0,30.0,Berlin
1459,Berlin,13503.0,30.0,Berlin
1460,Berlin,13505.0,30.0,Berlin
1461,Berlin,13507.0,30.0,Berlin
1462,Berlin,13509.0,30.0,Berlin
1463,Berlin,13581.0,30.0,Berlin
1464,Berlin,13583.0,30.0,Berlin
1465,Berlin,13585.0,30.0,Berlin
1466,Berlin,13587.0,30.0,Berlin
1467,Berlin,13589.0,30.0,Berlin
1468,Berlin,13591.0,30.0,Berlin
1469,Berlin,13593.0,30.0,Berlin
1470,Berlin,13595.0,30.0,Berlin
1471,Berlin,13597.0,30.0,Berlin
1472,Berlin,13599.0,30.0,Berlin
1473,Berlin,13627.0,30.0,Berlin
1474,Berlin,13629.0,30.0,Berlin
1475,Berlin,14050.0,30.0,Berlin
1476,Berlin,14052.0,30.0,Berlin
1477,Berlin,14053.0,30.0,Berlin
1478,Berlin,14055.0,30.0,Berlin
1479,Berlin,14057.0,30.0,Berlin
1480,Berlin,14059.0,30.0,Berlin
1481,Berlin,14089.0,30.0,Berlin
1482,Berlin,14109.0,30.0,Berlin
1483,Berlin,14129.0,30.0,Berlin
1484,Berlin,14163.0,30.0,Berlin
1485,Berlin,14165.0,30.0,Berlin
1486,Berlin,14167.0,30.0,Berlin
1487,Berlin,14169.0,30.0,Berlin
1488,Berlin,14193.0,30.0,Berlin
1489,Berlin,14195.0,30.0,Berlin
1490,Berlin,14197.0,30.0,Berlin
1491,Berlin,14199.0,30.0,Berlin
1492,Berlinchen,16909.0,33966.0,Brandenburg
1494,Berlingerode,37339.0,36071.0,Thüringen
1495,Berlstedt,99439.0,36452.0,Thüringen
1497,Bermbach,36419.0,36967.0,Thüringen
1498,Bermbach,98587.0,36847.0,Thüringen
1502,Bernau,16321.0,3338.0,Brandenburg
1506,Bernburg,6406.0,3471.0,Sachsen-Anhalt
1514,Bernheide,19309.0,38780.0,Brandenburg
1517,Bernöwe,16515.0,33053.0,Brandenburg
